id,title,authors,link,tags,originally_announced_at
3164,GraphTCN: Spatio-Temporal Interaction Modeling for Human Trajectory Prediction,"['Chengxin Wang', 'Shaofeng Cai', 'Gary Tan']",https://arxiv.org/abs/2003.07167,['cs.CV'],"Submitted 10 March, 2021; v1 submitted 16 March, 2020;
      originally announced March 2020."
3165,Investigating Software Usage in the Social Sciences: A Knowledge Graph Approach,"['David Schindler', 'Benjamin Zapilko', 'Frank Krüger']",https://arxiv.org/abs/2003.10715,"['cs.IR', 'cs.CL']","Submitted 27 August, 2021; v1 submitted 24 March, 2020;
      originally announced March 2020."
3166,SNR-Based Features and Diverse Training Data for Robust DNN-Based Speech Enhancement,"['Robert Rehr', 'Timo Gerkmann']",https://arxiv.org/abs/2004.03512,"['eess.AS', 'cs.LG', 'cs.SD']","Submitted 15 May, 2021; v1 submitted 7 April, 2020;
      originally announced April 2020."
3167,Interpretability Analysis for Named Entity Recognition to Understand System Predictions and How They Can Improve,"['Oshin Agarwal', 'Yinfei Yang', 'Byron C. Wallace', 'Ani Nenkova']",https://arxiv.org/abs/2004.04564,['cs.CL'],"Submitted 3 January, 2021; v1 submitted 9 April, 2020;
      originally announced April 2020."
3168,Frequency-Guided Word Substitutions for Detecting Textual Adversarial Examples,"['Maximilian Mozes', 'Pontus Stenetorp', 'Bennett Kleinberg', 'Lewis D. Griffin']",https://arxiv.org/abs/2004.05887,['cs.CL'],"Submitted 26 January, 2021; v1 submitted 13 April, 2020;
      originally announced April 2020."
3169,Forecasting directional movements of stock prices for intraday trading using LSTM and random forests,"['Pushpendu Ghosh', 'Ariel Neufeld', 'Jajati Keshari Sahoo']",https://arxiv.org/abs/2004.10178,"['cs.LG', 'q-fin.ST', 'stat.ML']","Submitted 30 June, 2021; v1 submitted 21 April, 2020;
      originally announced April 2020."
3170,A Time Series Analysis-Based Stock Price Prediction Using Machine Learning and Deep Learning Models,"['Sidra Mehtab', 'Jaydip Sen']",https://arxiv.org/abs/2004.11697,"['q-fin.ST', 'cs.LG', 'stat.ML']","Submitted 31 May, 2021; v1 submitted 17 April, 2020;
      originally announced April 2020."
3171,Visualizing Deep Learning-based Radio Modulation Classifier,"['Liang Huang', 'You Zhang', 'Weijian Pan', 'Jinyin Chen', 'Li Ping Qian', 'Yuan Wu']",https://arxiv.org/abs/2005.02175,"['cs.LG', 'eess.SP']","Submitted 18 January, 2021; v1 submitted 3 May, 2020;
      originally announced May 2020."
3172,Spatio-Temporal Event Segmentation and Localization for Wildlife Extended Videos,"['Ramy Mounir', 'Roman Gula', 'Jörn Theuerkauf', 'Sudeep Sarkar']",https://arxiv.org/abs/2005.02463,"['cs.CV', 'cs.LG', 'eess.IV']","Submitted 18 July, 2021; v1 submitted 5 May, 2020;
      originally announced May 2020."
3173,Recurrent neural networks and Koopman-based frameworks for temporal predictions in a low-order model of turbulence,"['Hamidreza Eivazi', 'Luca Guastoni', 'Philipp Schlatter', 'Hossein Azizpour', 'Ricardo Vinuesa']",https://arxiv.org/abs/2005.02762,"['physics.flu-dyn', 'cs.LG', 'physics.comp-ph']","Submitted 14 April, 2021; v1 submitted 1 May, 2020;
      originally announced May 2020."
3174,Achieving Online Regression Performance of LSTMs with Simple RNNs,"['N. Mert Vural', 'Fatih Ilhan', 'Selim F. Yilmaz', 'Salih Ergüt', 'Suleyman S. Kozat']",https://arxiv.org/abs/2005.08948,"['cs.LG', 'stat.ML']","Submitted 31 May, 2021; v1 submitted 16 May, 2020;
      originally announced May 2020."
3175,Evaluation Of Hidden Markov Models Using Deep CNN Features In Isolated Sign Recognition,"['Anil Osman Tur', 'Hacer Yalim Keles']",https://arxiv.org/abs/2006.11183,['cs.CV'],"Submitted 10 May, 2021; v1 submitted 19 June, 2020;
      originally announced June 2020."
3176,Memory Transformer,"['Mikhail S. Burtsev', 'Yuri Kuratov', 'Anton Peganov', 'Grigory V. Sapunov']",https://arxiv.org/abs/2006.11527,"['cs.CL', 'cs.LG', 'cs.NE']","Submitted 16 February, 2021; v1 submitted 20 June, 2020;
      originally announced June 2020."
3177,DanHAR: Dual Attention Network For Multimodal Human Activity Recognition Using Wearable Sensors,"['Wenbin Gao', 'Lei Zhang', 'Qi Teng', 'Jun He', 'Hao Wu']",https://arxiv.org/abs/2006.14435,['cs.CV'],"Submitted 21 July, 2021; v1 submitted 25 June, 2020;
      originally announced June 2020."
3178,What they do when in doubt: a study of inductive biases in seq2seq learners,"['Eugene Kharitonov', 'Rahma Chaabouni']",https://arxiv.org/abs/2006.14953,"['cs.CL', 'cs.AI', 'cs.IT']","Submitted 29 March, 2021; v1 submitted 26 June, 2020;
      originally announced June 2020."
3179,Joint Hand-object 3D Reconstruction from a Single Image with Cross-branch Feature Fusion,"['Yujin Chen', 'Zhigang Tu', 'Di Kang', 'Ruizhi Chen', 'Linchao Bao', 'Zhengyou Zhang', 'Junsong Yuan']",https://arxiv.org/abs/2006.15561,['cs.CV'],"Submitted 22 March, 2021; v1 submitted 28 June, 2020;
      originally announced June 2020."
3180,Long-term Pedestrian Trajectory Prediction using Mutable Intention Filter and Warp LSTM,"['Zhe Huang', 'Aamir Hasan', 'Kazuki Shin', 'Ruohua Li', 'Katherine Driggs-Campbell']",https://arxiv.org/abs/2007.00113,"['cs.RO', 'cs.CV']","Submitted 20 June, 2021; v1 submitted 30 June, 2020;
      originally announced July 2020."
3181,Detection of Gravitational Waves Using Bayesian Neural Networks,"['Yu-Chiung Lin', 'Jiun-Huei Proty Wu']",https://arxiv.org/abs/2007.04176,"['astro-ph.IM', 'astro-ph.CO', 'cs.LG', 'physics.data-an', 'stat.ML']","Submitted 18 January, 2021; v1 submitted 8 July, 2020;
      originally announced July 2020."
3182,Building Interpretable Interaction Trees for Deep NLP Models,"['Die Zhang', 'Huilin Zhou', 'Hao Zhang', 'Xiaoyi Bao', 'Da Huo', 'Ruizhao Chen', 'Xu Cheng', 'Mengyue Wu', 'Quanshi Zhang']",https://arxiv.org/abs/2007.04298,"['cs.CL', 'cs.LG']","Submitted 16 January, 2021; v1 submitted 29 June, 2020;
      originally announced July 2020."
3183,Temporal Pointwise Convolutional Networks for Length of Stay Prediction in the Intensive Care Unit,"['Emma Rocheteau', 'Pietro Liò', 'Stephanie Hyland']",https://arxiv.org/abs/2007.09483,"['cs.LG', 'cs.AI', 'stat.ML']","Submitted 24 February, 2021; v1 submitted 18 July, 2020;
      originally announced July 2020."
3184,Mitigating backdoor attacks in LSTM-based Text Classification Systems by Backdoor Keyword Identification,"['Chuanshuai Chen', 'Jiazhu Dai']",https://arxiv.org/abs/2007.12070,"['cs.CR', 'cs.LG', 'stat.ML']","Submitted 14 March, 2021; v1 submitted 11 July, 2020;
      originally announced July 2020."
3185,Understanding controlled EV charging impacts using scenario-based forecasting models,"['Rahul Roy', 'Trivikram Dokka', 'David A. Ellis', 'Esther Dudek', 'Paul Barnfather']",https://arxiv.org/abs/2007.13570,"['eess.SP', 'stat.AP']","Submitted 26 January, 2021; v1 submitted 24 July, 2020;
      originally announced July 2020."
3186,TweepFake: about Detecting Deepfake Tweets,"['Tiziano Fagni', 'Fabrizio Falchi', 'Margherita Gambini', 'Antonio Martella', 'Maurizio Tesconi']",https://arxiv.org/abs/2008.00036,"['cs.CL', 'cs.LG']","Submitted 6 May, 2021; v1 submitted 31 July, 2020;
      originally announced August 2020."
3187,Augmented Skeleton Based Contrastive Action Learning with Momentum LSTM for Unsupervised Action Recognition,"['Haocong Rao', 'Shihao Xu', 'Xiping Hu', 'Jun Cheng', 'Bin Hu']",https://arxiv.org/abs/2008.00188,['cs.CV'],"Submitted 2 April, 2021; v1 submitted 1 August, 2020;
      originally announced August 2020."
3188,Deep Knowledge Tracing with Learning Curves,"['Shanghui Yang', 'Mengxia Zhu', 'Xuesong Lu']",https://arxiv.org/abs/2008.01169,"['cs.LG', 'cs.AI', 'cs.CY']","Submitted 14 October, 2021; v1 submitted 26 July, 2020;
      originally announced August 2020."
3189,Efficient Urdu Caption Generation using Attention based LSTM,"['Inaam Ilahi', 'Hafiz Muhammad Abdullah Zia', 'Muhammad Ahtazaz Ahsan', 'Rauf Tabassam', 'Armaghan Ahmed']",https://arxiv.org/abs/2008.01663,"['cs.CL', 'cs.LG']","Submitted 19 June, 2021; v1 submitted 2 August, 2020;
      originally announced August 2020."
3190,A nudged hybrid analysis and modeling approach for realtime wake-vortex transport and decay prediction,"['Shady Ahmed', 'Suraj Pawar', 'Omer San', 'Adil Rasheed', 'Mandar Tabib']",https://arxiv.org/abs/2008.03157,"['physics.comp-ph', 'cs.LG']","Submitted 5 March, 2021; v1 submitted 5 August, 2020;
      originally announced August 2020."
3191,Compression of Deep Learning Models for Text: A Survey,"['Manish Gupta', 'Puneet Agrawal']",https://arxiv.org/abs/2008.05221,"['cs.CL', 'cs.AI', 'cs.CV', 'cs.LG']","Submitted 13 June, 2021; v1 submitted 12 August, 2020;
      originally announced August 2020."
3192,Kronecker CP Decomposition with Fast Multiplication for Compressing RNNs,"['Dingheng Wang', 'Bijiao Wu', 'Guangshe Zhao', 'Man Yao', 'Hengnu Chen', 'Lei Deng', 'Tianyi Yan', 'Guoqi Li']",https://arxiv.org/abs/2008.09342,['cs.CV'],"Submitted 24 September, 2021; v1 submitted 21 August, 2020;
      originally announced August 2020."
3193,SIGL: Securing Software Installations Through Deep Graph Learning,"['Xueyuan Han', 'Xiao Yu', 'Thomas Pasquier', 'Ding Li', 'Junghwan Rhee', 'James Mickens', 'Margo Seltzer', 'Haifeng Chen']",https://arxiv.org/abs/2008.11533,"['cs.CR', 'cs.LG']","Submitted 22 June, 2021; v1 submitted 26 August, 2020;
      originally announced August 2020."
3194,Aggregating Long-Term Context for Learning Laparoscopic and Robot-Assisted Surgical Workflows,"['Yutong Ban', 'Guy Rosman', 'Thomas Ward', 'Daniel Hashimoto', 'Taisei Kondo', 'Hidekazu Iwaki', 'Ozanan Meireles', 'Daniela Rus']",https://arxiv.org/abs/2009.00681,"['cs.CV', 'cs.AI']","Submitted 10 May, 2021; v1 submitted 1 September, 2020;
      originally announced September 2020."
3195,Automatic detection of microsleep episodes with deep learning,"['Alexander Malafeev', 'Anneke Hertig-Godeschalk', 'David R. Schreier', 'Jelena Skorucak', 'Johannes Mathis', 'Peter Achermann']",https://arxiv.org/abs/2009.03027,"['cs.LG', 'eess.SP', 'stat.ML']","Submitted 2 March, 2021; v1 submitted 7 September, 2020;
      originally announced September 2020."
3196,AutoKWS: Keyword Spotting with Differentiable Architecture Search,"['Bo Zhang', 'Wenfeng Li', 'Qingyuan Li', 'Weiji Zhuang', 'Xiangxiang Chu', 'Yujun Wang']",https://arxiv.org/abs/2009.03658,"['eess.AS', 'cs.SD']","Submitted 22 February, 2021; v1 submitted 8 September, 2020;
      originally announced September 2020."
3197,Solving Arithmetic Word Problems by Scoring Equations with Recursive Neural Networks,"['Klim Zaporojets', 'Giannis Bekoulis', 'Johannes Deleu', 'Thomas Demeester', 'Chris Develder']",https://arxiv.org/abs/2009.05639,['cs.CL'],"Submitted 9 March, 2021; v1 submitted 11 September, 2020;
      originally announced September 2020."
3198,Automated Source Code Generation and Auto-completion Using Deep Learning: Comparing and Discussing Current Language-Model-Related Approaches,"['Juan Cruz-Benito', 'Sanjay Vishwakarma', 'Francisco Martin-Fernandez', 'Ismael Faro']",https://arxiv.org/abs/2009.07740,"['cs.CL', 'cs.LG', 'cs.PL', 'cs.SE']","Submitted 12 January, 2021; v1 submitted 16 September, 2020;
      originally announced September 2020."
3199,Distilled One-Shot Federated Learning,"['Yanlin Zhou', 'George Pu', 'Xiyao Ma', 'Xiaolin Li', 'Dapeng Wu']",https://arxiv.org/abs/2009.07999,"['cs.LG', 'cs.AI', 'stat.ML']","Submitted 6 June, 2021; v1 submitted 16 September, 2020;
      originally announced September 2020."
3200,Multi-timescale Representation Learning in LSTM Language Models,"['Shivangi Mahto', 'Vy A. Vo', 'Javier S. Turek', 'Alexander G. Huth']",https://arxiv.org/abs/2009.12727,"['cs.CL', 'cs.LG']","Submitted 17 March, 2021; v1 submitted 26 September, 2020;
      originally announced September 2020."
3201,Similarity Detection Pipeline for Crawling a Topic Related Fake News Corpus,"['Inna Vogel', 'Jeong-Eun Choi', 'Meghana Meghana']",https://arxiv.org/abs/2009.13367,"['cs.CL', 'cs.IR']","Submitted 1 March, 2021; v1 submitted 28 September, 2020;
      originally announced September 2020."
3202,"Macroeconomic forecasting through news, emotions and narrative","['Sonja Tilly', 'Markus Ebner', 'Giacomo Livan']",https://arxiv.org/abs/2009.14281,"['cs.CY', 'physics.soc-ph']","Submitted 14 April, 2021; v1 submitted 23 September, 2020;
      originally announced September 2020."
3203,CardioXNet: A Novel Lightweight Deep Learning Framework for Cardiovascular Disease Classification Using Heart Sound Recordings,"['Samiul Based Shuvo', 'Shams Nafisa Ali', 'Soham Irtiza Swapnil', 'Mabrook S. Al-Rakhami', 'Abdu Gumaei']",https://arxiv.org/abs/2010.01392,"['eess.AS', 'cs.SD', 'eess.SP']","Submitted 8 March, 2021; v1 submitted 3 October, 2020;
      originally announced October 2020."
3204,Demand Forecasting in Bike-sharing Systems Based on A Multiple Spatiotemporal Fusion Network,"['Xiao Yan', 'Gang Kou', 'Feng Xiao', 'Dapeng Zhang', 'Xianghua Gan']",https://arxiv.org/abs/2010.03027,['cs.CV'],"Submitted 8 November, 2021; v1 submitted 23 September, 2020;
      originally announced October 2020."
3205,HydroDeep -- A Knowledge Guided Deep Neural Network for Geo-Spatiotemporal Data Analysis,"['Aishwarya Sarkar', 'Jien Zhang', 'Chaoqun Lu', 'Ali Jannesari']",https://arxiv.org/abs/2010.04328,"['cs.LG', 'cs.AI', 'eess.SP']","Submitted 8 February, 2021; v1 submitted 8 October, 2020;
      originally announced October 2020."
3206,Data Agnostic RoBERTa-based Natural Language to SQL Query Generation,"['Debaditya Pal', 'Harsh Sharma', 'Kaustubh Chaudhari']",https://arxiv.org/abs/2010.05243,"['cs.AI', 'cs.CL']","Submitted 5 March, 2021; v1 submitted 11 October, 2020;
      originally announced October 2020."
3207,Smaller World Models for Reinforcement Learning,"['Jan Robine', 'Tobias Uelwer', 'Stefan Harmeling']",https://arxiv.org/abs/2010.05767,"['cs.LG', 'cs.AI', 'stat.ML']","Submitted 2 March, 2021; v1 submitted 12 October, 2020;
      originally announced October 2020."
3208,Identifying Possible Rumor Spreaders on Twitter: A Weak Supervised Learning Approach,"['Shakshi Sharma', 'Rajesh Sharma']",https://arxiv.org/abs/2010.07647,['cs.AI'],"Submitted 6 July, 2021; v1 submitted 15 October, 2020;
      originally announced October 2020."
3209,A Learning Approach to Robot-Agnostic Force-Guided High Precision Assembly,"['Jieliang Luo', 'Hui Li']",https://arxiv.org/abs/2010.08052,"['cs.RO', 'cs.AI']","Submitted 2 August, 2021; v1 submitted 15 October, 2020;
      originally announced October 2020."
3210,"SmartTriage: A system for personalized patient data capture, documentation generation, and decision support","['Ilya Valmianski', 'Nave Frost', 'Navdeep Sood', 'Yang Wang', 'Baodong Liu', 'James J. Zhu', 'Sunil Karumuri', 'Ian M. Finn', 'Daniel S. Zisook']",https://arxiv.org/abs/2010.09905,['cs.CL'],"Submitted 11 November, 2021; v1 submitted 19 October, 2020;
      originally announced October 2020."
3211,A Federated Learning Approach to Anomaly Detection in Smart Buildings,"['Raed Abdel Sater', 'A. Ben Hamza']",https://arxiv.org/abs/2010.10293,['cs.LG'],"Submitted 23 June, 2021; v1 submitted 20 October, 2020;
      originally announced October 2020."
3212,Gender Prediction Based on Vietnamese Names with Machine Learning Techniques,"['Huy Quoc To', 'Kiet Van Nguyen', 'Ngan Luu-Thuy Nguyen', 'Anh Gia-Tuan Nguyen']",https://arxiv.org/abs/2010.10852,['cs.CL'],"Submitted 23 March, 2021; v1 submitted 21 October, 2020;
      originally announced October 2020."
3213,Improving Audio Anomalies Recognition Using Temporal Convolutional Attention Network,"['Qiang Huang', 'Thomas Hain']",https://arxiv.org/abs/2010.11286,"['eess.AS', 'cs.SD']","Submitted 9 February, 2021; v1 submitted 21 October, 2020;
      originally announced October 2020."
3214,Developing Real-time Streaming Transformer Transducer for Speech Recognition on Large-scale Dataset,"['Xie Chen', 'Yu Wu', 'Zhenghao Wang', 'Shujie Liu', 'Jinyu Li']",https://arxiv.org/abs/2010.11395,"['cs.CL', 'eess.AS']","Submitted 28 February, 2021; v1 submitted 21 October, 2020;
      originally announced October 2020."
3215,"Applying Occam's Razor to Transformer-Based Dependency Parsing: What Works, What Doesn't, and What is Really Necessary","['Stefan Grünewald', 'Annemarie Friedrich', 'Jonas Kuhn']",https://arxiv.org/abs/2010.12699,['cs.CL'],"Submitted 29 July, 2021; v1 submitted 23 October, 2020;
      originally announced October 2020."
3216,Dual-path Self-Attention RNN for Real-Time Speech Enhancement,"['Ashutosh Pandey', 'DeLiang Wang']",https://arxiv.org/abs/2010.12713,"['cs.SD', 'eess.AS']","Submitted 29 April, 2021; v1 submitted 23 October, 2020;
      originally announced October 2020."
3217,Approximating Aggregated SQL Queries With LSTM Networks,"['Nir Regev', 'Lior Rokach', 'Asaf Shabtai']",https://arxiv.org/abs/2010.13149,"['cs.DB', 'cs.AI']","Submitted 5 January, 2021; v1 submitted 25 October, 2020;
      originally announced October 2020."
3218,Convolutional neural network and long short-term memory based reduced order surrogate for minimal turbulent channel flow,"['Taichi Nakamura', 'Kai Fukami', 'Kazuto Hasegawa', 'Yusuke Nabae', 'Koji Fukagata']",https://arxiv.org/abs/2010.13351,"['physics.flu-dyn', 'physics.comp-ph']","Submitted 22 January, 2021; v1 submitted 26 October, 2020;
      originally announced October 2020."
3219,Method and Dataset Entity Mining in Scientific Literature: A CNN + Bi-LSTM Model with Self-attention,"['Linlin Hou', 'Ji Zhang', 'Ou Wu', 'Ting Yu', 'Zhen Wang', 'Zhao Li', 'Jianliang Gao', 'Yingchun Ye', 'Rujing Yao']",https://arxiv.org/abs/2010.13583,['cs.AI'],"Submitted 27 January, 2021; v1 submitted 26 October, 2020;
      originally announced October 2020."
3220,Learning Contextualised Cross-lingual Word Embeddings and Alignments for Extremely Low-Resource Languages Using Parallel Corpora,"['Takashi Wada', 'Tomoharu Iwata', 'Yuji Matsumoto', 'Timothy Baldwin', 'Jey Han Lau']",https://arxiv.org/abs/2010.14649,"['cs.CL', 'cs.AI', 'cs.LG']","Submitted 19 October, 2021; v1 submitted 27 October, 2020;
      originally announced October 2020."
